Name,Size,Unit,MRP,Price,Brand_Name,Rating,Num_Rating,Benefit_area,Url
SBL Kali Phosphoricum Biochemic Tablet 12X,25,gm,105,88,SBL,4.599999905,432,skin,/otc/sbl-kali-phosphoricum-biochemic-tablet-12x-otc331043
SBL Kali Phosphoricum Biochemic Tablet 200X,25,gm,110,90,SBL,4.599999905,432,skin,/otc/sbl-kali-phosphoricum-biochemic-tablet-200x-otc368297
SBL Kali Phosphoricum Biochemic Tablet 6X,25,gm,95,80,SBL,4.599999905,432,skin,/otc/sbl-kali-phosphoricum-biochemic-tablet-6x-otc331042
SBL Lycopodium Clavatum Dilution 200 CH,30,ml,100,83,SBL,4.5,388,liver,/otc/sbl-lycopodium-clavatum-dilution-200-ch-otc338199
SBL Lycopodium Clavatum Dilution 30 CH,30,ml,90,75,SBL,4.5,388,liver,/otc/sbl-lycopodium-clavatum-dilution-30-ch-otc338200
SBL Lycopodium Clavatum Dilution 6 CH,30,ml,95,82,SBL,4.5,388,liver,/otc/sbl-lycopodium-clavatum-dilution-6-ch-otc349055
SBL Magnesia Phosphorica Biochemic Tablet 200X,25,gm,100,81,SBL,4.699999809,221,ear,/otc/sbl-magnesia-phosphorica-biochemic-tablet-200x-otc368299
SBL Magnesia Phosphorica Biochemic Tablet 6X,25,gm,105,88,SBL,4.699999809,221,ear,/otc/sbl-magnesia-phosphorica-biochemic-tablet-6x-otc331031
SBL Mercurius Solubilis Dilution 30 CH,30,ml,90,77,SBL,4.599999905,149,hand,/otc/sbl-mercurius-solubilis-dilution-30-ch-otc338313
SBL Natrum Arsenicum Dilution 30 CH,30,ml,95,76,SBL,4.599999905,20,nose,/otc/sbl-natrum-arsenicum-dilution-30-ch-otc348385
SBL Natrum Muriaticum Biochemic Tablet 200X,25,gm,100,80,SBL,4.5,103,skin,/otc/sbl-natrum-muriaticum-biochemic-tablet-200x-otc368300
SBL Natrum Muriaticum Biochemic Tablet 6X,25,gm,95,79,SBL,4.5,103,skin,/otc/sbl-natrum-muriaticum-biochemic-tablet-6x-otc330938
SBL Natrum Muriaticum Dilution 30 CH,30,ml,90,76,SBL,4.5,184,skin,/otc/sbl-natrum-muriaticum-dilution-30-ch-otc338310
SBL Natrum Phosphoricum Biochemic Tablet 6X,25,gm,105,88,SBL,4.599999905,106,ear,/otc/sbl-natrum-phosphoricum-biochemic-tablet-6x-otc330946
SBL Nixocid Syrup,500,ml,290,249,SBL,4.599999905,107,ear,/otc/sbl-nixocid-syrup-otc325887
SBL Nixocid Tablet,25,gm,155,133,SBL,4.5,206,ear,/otc/sbl-nixocid-tablet-otc326119
SBL Nuphar Lutea Dilution 200 CH,30,ml,105,83,SBL,4.5,8,skin,/otc/sbl-nuphar-lutea-dilution-200-ch-otc355185
SBL Nuphar Lutea Mother Tincture Q,30,ml,315,261,SBL,4.300000191,48,skin,/otc/sbl-nuphar-lutea-mother-tincture-q-otc338439
SBL Nux Vomica Dilution 10M CH,30,ml,300,269,SBL,4.599999905,899,eye,/otc/sbl-nux-vomica-dilution-10m-ch-otc385277
SBL Nux Vomica Dilution 200 CH,30,ml,100,86,SBL,4.599999905,899,eye,/otc/sbl-nux-vomica-dilution-200-ch-otc338195
SBL Nux Vomica Dilution 30 CH,30,ml,90,75,SBL,4.599999905,899,eye,/otc/sbl-nux-vomica-dilution-30-ch-otc338194
SBL Ocimum Sanctum Mother Tincture Q,30,ml,100,84,SBL,4.400000095,57,skin,/otc/sbl-ocimum-sanctum-mother-tincture-q-otc338436
SBL Petroselinum Sativum Dilution 30 CH,30,ml,95,78,SBL,3.799999952,9,eyes,/otc/sbl-petroselinum-sativum-dilution-30-ch-otc348504
SBL Phytolacca Berry Dilution 200 CH,30,ml,105,85,SBL,4.300000191,19,ear,/otc/sbl-phytolacca-berry-dilution-200-ch-otc348517
SBL Pothos Foetidus Mother Tincture Q,30,ml,365,303,SBL,4.5,45,skin,/otc/sbl-pothos-foetidus-mother-tincture-q-otc338428
SBL Psorinum Dilution 200 CH,30,ml,105,92,SBL,4.300000191,43,skin,/otc/sbl-psorinum-dilution-200-ch-otc348553
SBL Pulsatilla Nigricans Dilution 200 CH,30,ml,100,83,SBL,4.599999905,227,ear,/otc/sbl-pulsatilla-nigricans-dilution-200-ch-otc338189
SBL Pulsatilla Nigricans Dilution 30 CH,30,ml,95,85,SBL,4.599999905,227,ear,/otc/sbl-pulsatilla-nigricans-dilution-30-ch-otc338190
SBL Pyrogenium Dilution 30 CH,30,ml,90,73,SBL,4.599999905,5,kidney,/otc/sbl-pyrogenium-dilution-30-ch-otc348561
SBL Radium Bromatum Dilution 200 CH,30,ml,105,93,SBL,4.400000095,14,skin,/otc/sbl-radium-bromatum-dilution-200-ch-otc348566
SBL Ratanhia Dilution 200 CH,30,ml,105,85,SBL,4.5,68,stomach,/otc/sbl-ratanhia-dilution-200-ch-otc348589
SBL Rauwolfia Serpentina Mother Tincture Q,30,ml,100,85,SBL,4.699999809,155,blood,/otc/sbl-rauwolfia-serpentina-mother-tincture-q-otc338425
SBL Rite-Hite Tablet,25,gm,155,133,SBL,4.199999809,168,ear,/otc/sbl-rite-hite-tablet-otc329012
SBL Rosmarinus Officinalis Dilution 30 CH,30,ml,95,82,SBL,4.699999809,19,blood,/otc/sbl-rosmarinus-officinalis-dilution-30-ch-otc348613
SBL Ruta Graveolens Dilution 200 CH,30,ml,100,84,SBL,4.699999809,222,bone,/otc/sbl-ruta-graveolens-dilution-200-ch-otc348620
SBL Sabal Serrulata Dilution 30 CH,30,ml,95,79,SBL,4.199999809,106,stomach,/otc/sbl-sabal-serrulata-dilution-30-ch-otc348627
SBL Salix Nigra Mother Tincture Q,30,ml,105,85,SBL,3.900000095,16,skin,/otc/sbl-salix-nigra-mother-tincture-q-otc348961
SBL Sarracenia Purpurea Dilution 1000 CH,30,ml,135,112,SBL,4.800000191,16,skin,/otc/sbl-sarracenia-purpurea-dilution-1000-ch-otc358168
SBL Sarsaparilla Mother Tincture Q,30,ml,220,182,SBL,4.699999809,39,bone,/otc/sbl-sarsaparilla-mother-tincture-q-otc338420
SBL Scalptone Tablet,25,gm,155,128,SBL,4.300000191,139,hair,/otc/sbl-scalptone-tablet-otc326111
SBL Serum Anguillae (Eel Serum) Dilution 6 CH,30,ml,95,76,SBL,4.300000191,34,kidney,/otc/sbl-serum-anguillae-eel-serum-dilution-6-ch-otc358274
SBL Silicea Biochemic Tablet 200X,25,gm,110,88,SBL,4.5,140,skin,/otc/sbl-silicea-biochemic-tablet-200x-otc368312
SBL Silicea Biochemic Tablet 30X,25,gm,95,76,SBL,4.5,140,skin,/otc/sbl-silicea-biochemic-tablet-30x-otc368311
SBL Silicea Biochemic Tablet 6X,25,gm,95,80,SBL,4.5,140,skin,/otc/sbl-silicea-biochemic-tablet-6x-otc368309
SBL Silicea Dilution 1000 CH,30,ml,135,116,SBL,4.599999905,208,skin,/otc/sbl-silicea-dilution-1000-ch-otc338179
SBL Silicea Dilution 200 CH,30,ml,105,86,SBL,4.599999905,208,skin,/otc/sbl-silicea-dilution-200-ch-otc338177
SBL Silk N Stay Antiseptic Calendula Soap,75,gm,50,39,SBL,4.400000095,102,skin,/otc/sbl-silk-n-stay-antiseptic-calendula-soap-otc330955
SBL Sinapis Nigra Dilution 30 CH,30,ml,90,74,SBL,4.5,10,skin,/otc/sbl-sinapis-nigra-dilution-30-ch-otc358317
SBL Solidago Virgaurea Mother Tincture Q,30,ml,315,258,SBL,4.900000095,21,kidney,/otc/sbl-solidago-virgaurea-mother-tincture-q-otc348963
SBL Sulphur Dilution 200 CH,30,ml,100,82,SBL,4.400000095,420,skin,/otc/sbl-sulphur-dilution-200-ch-otc338173
SBL Sulphur Dilution 30 CH,30,ml,90,76,SBL,4.400000095,420,skin,/otc/sbl-sulphur-dilution-30-ch-otc338174
SBL Sulphur Gel,25,gm,65,53,SBL,4.300000191,8,skin,/otc/sbl-sulphur-gel-otc331008
SBL Swertia Chirata Mother Tincture Q,30,ml,140,114,SBL,4.699999809,77,liver,/otc/sbl-swertia-chirata-mother-tincture-q-otc338416
SBL Symphytum Officinale Mother Tincture Q,30,ml,140,115,SBL,4.5,59,eye,/otc/sbl-symphytum-officinale-mother-tincture-q-otc338413
SBL Syzygium Jambolanum Mother Tincture Q,30,ml,105,83,SBL,4.599999905,428,skin,/otc/sbl-syzygium-jambolanum-mother-tincture-q-otc338412
SBL Terminalia Arjuna Mother Tincture Q,30,ml,100,83,SBL,4.699999809,132,ear,/otc/sbl-terminalia-arjuna-mother-tincture-q-otc338411
SBL Terminalia Chebula Mother Tincture Q,30,ml,105,94,SBL,4.599999905,7,eye,/otc/sbl-terminalia-chebula-mother-tincture-q-otc338570
SBL Teucrium Marum Verum Dilution 200 CH,30,ml,105,94,SBL,4.300000191,29,nose,/otc/sbl-teucrium-marum-verum-dilution-200-ch-otc348853
SBL Teucrium Marum Verum Mother Tincture Q,30,ml,230,158,SBL,0,0,nose,/otc/sbl-teucrium-marum-verum-mother-tincture-q-otc338410
SBL Thiosinaminum Trituration Tablet 3X,25,gm,165,137,SBL,4.5,35,ear,/otc/sbl-thiosinaminum-trituration-tablet-3x-otc338959
SBL Thuja Occidentalis Dilution 200 CH,30,ml,105,88,SBL,4.400000095,436,skin,/otc/sbl-thuja-occidentalis-dilution-200-ch-otc338170
SBL Thuja Occidentalis Dilution 30 CH,30,ml,90,76,SBL,4.400000095,436,skin,/otc/sbl-thuja-occidentalis-dilution-30-ch-otc338171
SBL Thuja Occidentalis Mother Tincture Q,30,ml,140,115,SBL,4.5,86,skin,/otc/sbl-thuja-occidentalis-mother-tincture-q-otc338408
SBL Thuja Ointment,25,gm,65,55,SBL,4.199999809,175,skin,/otc/sbl-thuja-ointment-otc331009
SBL Thyroidinum Trituration Tablet 6X,25,gm,165,140,SBL,4.5,50,thyroid,/otc/sbl-thyroidinum-trituration-tablet-6x-otc338955
SBL Tranquil Tablet,25,gm,155,132,SBL,4.599999905,134,ear,/otc/sbl-tranquil-tablet-otc326115
SBL Tribulus Terrestris Mother Tincture Q,30,ml,100,82,SBL,4.400000095,113,blood,/otc/sbl-tribulus-terrestris-mother-tincture-q-otc348982
SBL Uranium Nitricum Dilution 30 CH,30,ml,95,78,SBL,4.5,21,eye,/otc/sbl-uranium-nitricum-dilution-30-ch-otc348773
SBL Urtica Urens Mother Tincture Q,30,ml,105,90,SBL,4.599999905,180,skin,/otc/sbl-urtica-urens-mother-tincture-q-otc338407
SBL Viscum Album Mother Tincture Q,30,ml,120,108,SBL,0,0,ear,/otc/sbl-viscum-album-mother-tincture-q-otc338406
SBL Wiesbaden Dilution 30 CH,30,ml,90,75,SBL,4.300000191,114,hair,/otc/sbl-wiesbaden-dilution-30-ch-otc348695
SBL Withania S (Ashwagandha) Dilution 1000 CH,30,ml,140,116,SBL,4.5,21,blood,/otc/sbl-withania-s-ashwagandha-dilution-1000-ch-otc348680
SBL Withania Somnifera Mother Tincture Q,30,ml,105,86,SBL,4.5,82,blood,/otc/sbl-withania-somnifera-mother-tincture-q-otc338405
SBL Yohimbinum Dilution 30 CH,30,ml,95,81,SBL,4.099999905,14,blood,/otc/sbl-yohimbinum-dilution-30-ch-otc348662
SBL Yohimbinum Mother Tincture Q,30,ml,315,258,SBL,4.300000191,28,blood,/otc/sbl-yohimbinum-mother-tincture-q-otc348873
Similia China Dilution 30 CH,30,ml,95,73,Similia,4.699999809,12,liver,/otc/similia-china-dilution-30-ch-otc611722
St. George’s Foenugreek Mother Tincture Q,30,ml,120,104,St,5,5,stomach,/otc/st.-george-s-foenugreek-mother-tincture-q-otc473871
Wheezal Arnica Hair N Scalp Treatment Homeopathic Medicine,100,ml,120,102,Wheezal,4.199999809,99,hair,/otc/wheezal-arnica-hair-n-scalp-treatment-homeopathic-medicine-otc339197
Wheezal Baby Phos Syrup,60,ml,85,71,Wheezal,4.300000191,9,bone,/otc/wheezal-baby-phos-syrup-otc339128
Wheezal De-Toxin Drop,30,ml,135,109,Wheezal,0,0,stomach,/otc/wheezal-de-toxin-drop-otc339238
Wheezal Dr. Farokh J. Master's Sachrol Tablet,75,tablets,210,176,Wheezal,0,0,thyroid,/otc/wheezal-dr.-farokh-j.-master-s-sachrol-tablet-otc627120
Wheezal Eye Bright Eye Drop,10,ml,100,67,Wheezal,4.5,36,ear,/otc/wheezal-eye-bright-eye-drop-otc339231
Wheezal Renal Forte Drop,30,ml,140,126,Wheezal,4.199999809,20,blood,/otc/wheezal-renal-forte-drop-otc339234
Wheezal Sarsa Syrup,120,ml,130,110,Wheezal,4.300000191,70,ear,/otc/wheezal-sarsa-syrup-otc339153
Wheezal WL46 Eosinophilia Drop,30,ml,170,133,Wheezal,4.800000191,6,skin,/otc/wheezal-wl46-eosinophilia-drop-otc387937
Wheezal WL57 Anti-Fungal Drop,30,ml,170,151,Wheezal,3.799999952,14,eye,/otc/wheezal-wl57-anti-fungal-drop-otc387957
